,feature,support,ranking,mean score,std score
137,R_27,True,1,0.75716150950763,0.0017961193228991498
138,D_108,False,257,0.7564628540123772,0.0018293054456693086
139,D_109,False,112,0.7567472314722865,0.0013077289310465953
140,D_110,False,271,0.7567561037799743,0.0004777608377258869
141,D_111,False,276,0.7571246539860905,0.00155016003610263
142,B_39,False,279,0.7574077281280811,0.0013875299008002356
143,D_112,False,16,0.7559765024468598,0.0020189777953766442
144,B_40,False,49,0.7573321571767708,0.0019039177751316125
145,S_27,False,74,0.7567273489667129,0.0015052718816861814
146,D_113,False,33,0.7573695094369147,0.0009230957603815391
147,D_115,False,76,0.7564817968217177,0.002396098820104083
148,D_118,False,48,0.7581981308856307,0.0016989836487592324
149,D_119,False,170,0.7576461422469793,0.0019821812931266683
150,D_121,False,84,0.7570578167131843,0.0010923341192496819
151,D_122,False,10,0.7565478698242843,0.0017612679205681952
152,D_123,False,133,0.7576298270785293,0.0015950304518947069
153,D_124,False,37,0.7567481512075248,0.002546230073681163
154,D_125,False,148,0.7568946587133487,0.002063810787154278
155,D_127,False,135,0.75641780694605,0.002233578619202399
156,D_128,True,1,0.7563626361791538,0.0026441399007914703
157,D_129,True,1,0.7566184400355448,0.001769774420857664
158,B_41,False,139,0.7557236463898586,0.0017282459027735686
159,B_42,False,328,0.7564085937186408,0.0014538524230841522
160,D_130,False,34,0.7579196524252648,0.001424219853857136
161,D_131,True,1,0.7574559045982325,0.001007352157963391
162,D_132,False,205,0.7570899300425644,0.0006839749516195988
163,D_133,False,17,0.7565737361104284,0.0013253260693071491
164,R_28,False,128,0.7573506199320434,0.0011432297354350073
165,D_134,False,226,0.7566296680842114,0.002351058573353779
166,D_135,False,235,0.7569887059195237,0.001379718879738301
