,feature,support,ranking,mean score,std score
6,D_41,True,1,0.7241043289909039,0.003849160270866735
7,B_3,True,1,0.7313629445126897,0.0021864365434428913
8,D_42,True,1,0.7344469647639839,0.002419339984258807
49,S_11,True,1,0.770619745210708,0.0013009652448631105
38,D_55,True,1,0.7689921171324011,0.00184359661788034
39,D_56,True,1,0.7692922340811621,0.0015127584489050838
41,R_5,True,1,0.7698348903485435,0.0014201380086544568
79,D_79,True,1,0.7750198595566058,0.0011947916187454292
44,B_14,True,1,0.7698678774160106,0.0019287249621245271
10,D_44,True,1,0.742114245776913,0.003104087647729847
42,D_58,True,1,0.7700039258942455,0.0016468245972703515
98,B_29,True,1,0.7759478564707136,0.0022409428202110507
9,D_43,True,1,0.7387683581082878,0.0023861190217786344
47,D_61,True,1,0.7711170512348609,0.0009237105884141615
46,D_60,True,1,0.7718031135430494,0.0019217524946731736
43,S_9,True,1,0.7702762336393667,0.002406354935505156
11,B_4,True,1,0.7439649222508773,0.0011570407607448127
45,D_59,True,1,0.7711187805550052,0.002770034278414554
247,D_53_6_periods_std,False,2,0.7776494011136373,0.0014237905250132047
405,D_117_6.0_13_periods_sum,False,3,0.7759281196325589,0.003607801096623818
138,D_108,False,4,0.7779282394193865,0.0018276511480361198
88,D_82,False,5,0.7758687304748912,0.0019742335768615955
61,D_69,False,6,0.7733036531796956,0.000899516085676134
93,D_83,False,7,0.776845962271311,0.00142634537253531
273,B_21_13_periods_logmean,False,8,0.7776408533179511,0.0013678130594625766
285,B_24_6_periods_logmax,False,9,0.7778063866943176,0.00154642774862951
40,B_13,False,10,0.7691193779432566,0.001163100288019124
283,D_74_3_periods_logmean,False,11,0.7774779170436407,0.0014168858453132529
288,B_25_3_periods_min,False,12,0.7768635840445807,0.002163785356568769
293,R_9_13_periods_std,False,13,0.7775853290047073,0.001431498689237462
275,B_22_6_periods_logmean,False,14,0.7778193093143185,0.0018039482538047893
364,D_127_13_periods_logsum,False,15,0.7767181879887711,0.0032276866344435086
65,D_72,False,16,0.7747503012860342,0.0008359587465016842
272,S_13_6_periods_min,False,17,0.778142799907754,0.0014665707306634062
133,D_107,False,18,0.7781714048561446,0.0015312333847600054
353,B_40_3_periods_logmean,False,19,0.7767726467915279,0.002131185039420814
87,D_81,False,20,0.776566020515095,0.0012894436152940147
108,B_32,False,21,0.7781046180573452,0.0004751543208747734
300,D_82_13_periods_sum,False,22,0.7775707731542021,0.0016775929488620231
290,D_78_13_periods_logmax,False,23,0.7768396460957531,0.0022861691951320037
84,R_10,False,24,0.7763286488230653,0.0019078203340540019
282,P_4_13_periods_first,False,25,0.7768329339745359,0.0023385110589016302
291,D_79_13_periods_logmax,False,26,0.7769822260778019,0.001967479128016296
333,S_22_3_periods_max,False,27,0.777194319543282,0.0013138907676591696
249,B_11_3_periods_logmean,False,28,0.7778740004876766,0.0018008963564686584
158,B_41,False,29,0.7776307010018924,0.00229291128877641
417,D_64_O_13_periods_sum,False,30,0.7768741413991014,0.0032651692457952713
176,D_145,False,31,0.7781382206706684,0.0012392940189307636
292,R_8_13_periods_logmean,False,32,0.7779316574325104,0.0019349884268141542
320,R_20_13_periods_logmax,False,33,0.7778989703059811,0.0019391077275169903
110,R_20,False,34,0.7780720585610189,0.0015696880019280789
36,B_12,False,35,0.7689562331180829,0.0028643909863341013
